표준버스정류장ID,노선번호,역명,00시승차총승객수,00시하차총승객수,1시승차총승객수,1시하차총승객수,2시승차총승객수,2시하차총승객수,3시승차총승객수,3시하차총승객수,4시승차총승객수,4시하차총승객수,5시승차총승객수,5시하차총승객수
119000314,N75,신림역2번출구(00093),0,0,28,41,87,76,118,99,12,2,0,0
119000319,N64,사당롯데캐슬골든포레.사당해그린(00135),0,0,0,0,0,0,4,2,1,0,0,0
119000319,N64,사당롯데캐슬골든포레.사당해그린(00134),0,0,0,0,0,1,14,9,6,1,0,0
119000319,N64,사당롯데캐슬골든포레.사당해그린(00055),6,1,17,15,7,2,0,0,0,0,0,0
119000320,N64,사당롯데캐슬골든포레.사당해그린(00117),0,0,0,0,7,59,1,42,0,0,0,0
119000320,N64,사당롯데캐슬골든포레.사당해그린(00031),8,65,11,87,0,0,0,0,0,0,0,0
120000001,N51,구로디지털단지역(00090),0,0,0,0,338,154,220,86,5,2,0,0
120000001,N51,구로디지털단지역(00010),109,39,301,195,0,0,0,0,0,0,0,0
120000002,N15,서울미술고.인헌중고(00006),99,73,41,68,0,0,0,0,0,0,0,0
120000002,N75,서울미술고.인헌중고(00160),0,0,0,0,0,0,13,55,62,101,22,36
120000002,N15,서울미술고.인헌중고(00081),0,0,17,11,64,65,49,17,0,0,0,0
120000002,N61,서울미술고.인헌중고(00164),0,0,0,0,0,0,26,60,100,97,126,41
120000002,N61,서울미술고.인헌중고(00070),0,0,54,213,34,170,36,80,0,0,0,0
120000002,N75,서울미술고.인헌중고(00075),3,2,39,237,21,91,11,45,0,0,0,0
120000003,N15,낙성대입구(00007),75,37,29,56,0,0,0,0,0,0,0,0
120000003,N15,낙성대입구(00082),0,0,12,5,83,37,71,16,0,0,0,0
120000003,N75,낙성대입구(00076),3,1,64,206,24,106,14,39,0,0,0,0
120000003,N61,낙성대입구(00071),0,0,44,162,63,157,37,90,0,0,0,0
120000003,N61,낙성대입구(00165),0,0,0,0,0,0,20,44,53,87,44,64
120000003,N75,낙성대입구(00161),0,0,0,0,0,0,22,49,47,79,43,16
120000004,N15,행운동주민센터(00008),107,32,173,84,0,0,0,0,0,0,0,0
120000004,N75,행운동주민센터(00077),3,0,109,194,55,102,34,39,0,0,0,0
120000004,N15,행운동주민센터(00083),0,0,6,6,136,44,44,19,0,0,0,0
120000004,N61,행운동주민센터(00166),0,0,0,0,0,0,38,68,67,152,60,55
120000004,N61,행운동주민센터(00072),0,0,116,216,109,202,38,109,0,0,0,0
120000004,N75,행운동주민센터(00162),0,0,0,0,0,0,21,49,61,113,8,19
120000005,N61,서울대입구역5번출구(00073),0,0,289,238,244,203,95,88,0,0,0,0
120000005,N75,서울대입구역5번출구(00078),0,0,414,217,172,137,63,73,0,0,0,0
120000005,N15,서울대입구역5번출구(00084),0,0,2,1,284,76,136,20,0,0,0,0
120000005,N75,서울대입구역5번출구(00163),0,0,0,0,0,0,42,55,63,162,10,50
120000005,N15,서울대입구역5번출구(00009),210,47,354,91,0,0,0,0,0,0,0,0
120000005,N61,서울대입구역5번출구(00167),0,0,0,0,0,0,86,62,206,124,102,107
120000006,N61,KT관악지점(00168),0,0,0,0,0,0,40,43,101,84,42,67
120000006,N15,KT관악지점(00010),69,20,81,82,0,0,0,0,0,0,0,0
120000006,N75,KT관악지점(00079),0,0,89,131,35,80,16,33,0,0,0,0
120000006,N75,KT관악지점(00164),0,0,0,0,0,0,13,32,15,59,5,35
120000006,N15,KT관악지점(00085),0,0,0,0,93,36,62,14,0,0,0,0
120000006,N61,KT관악지점(00074),0,0,59,109,79,112,62,65,0,0,0,0
120000007,N15,봉천역.관악초등학교(00011),90,52,79,82,0,0,0,0,0,0,0,0
120000007,N75,봉천역.관악초등학교(00165),0,0,0,0,0,0,36,26,37,74,5,29
120000007,N75,봉천역.관악초등학교(00080),0,0,53,111,27,91,15,40,0,0,0,0
120000007,N15,봉천역.관악초등학교(00086),0,0,0,0,51,46,34,31,0,0,0,0
120000007,N61,봉천역.관악초등학교(00075),0,0,101,133,49,127,42,76,0,0,0,0
120000007,N61,봉천역.관악초등학교(00169),0,0,0,0,0,0,53,39,240,90,69,71
120000008,N15,KT&G관악지점(00012),33,47,52,100,0,0,0,0,0,0,0,0
120000008,N75,KT&G관악지점(00166),0,0,0,0,0,0,8,32,19,67,6,47
120000008,N75,KT&G관악지점(00081),0,0,23,142,20,85,26,44,0,0,0,0
120000008,N15,KT&G관악지점(00087),0,0,0,0,72,62,87,41,0,0,0,0
120000008,N61,KT&G관악지점(00076),0,0,30,106,35,100,43,78,0,0,0,0
120000008,N61,KT&G관악지점(00170),0,0,0,0,0,0,28,32,151,93,18,48
120000010,N61,남부초등학교(00173),0,0,0,0,0,0,12,22,99,93,48,83
120000010,N61,남부초등학교(00079),0,0,19,143,13,165,11,74,0,0,0,0
120000011,N61,호림박물관(00174),0,0,0,0,0,0,14,39,36,145,36,56
120000011,N61,호림박물관(00080),0,0,4,147,15,182,21,119,0,0,0,0
120000012,N61,난곡입구(00175),0,0,0,0,0,0,9,65,100,245,57,85
120000012,N61,난곡입구(00081),0,0,73,255,48,290,30,184,0,0,0,0
120000013,N61,관악구보훈회관.신림푸르지오(00082),0,0,18,93,18,100,24,119,0,0,0,0
120000013,N61,관악구보훈회관.신림푸르지오(00176),0,0,0,0,0,0,8,19,40,111,59,53
120000014,N61,천주교성령봉사회관.등불교회(00083),0,0,4,195,7,165,3,174,0,0,0,0
120000014,N61,천주교성령봉사회관.등불교회(00177),0,0,0,0,0,0,0,26,20,278,30,121
120000015,N61,KT구로지사(00084),0,0,32,254,39,280,23,225,0,0,0,0
120000015,N61,KT구로지사(00178),0,0,0,0,0,0,4,17,110,291,54,174
120000016,N61,난곡입구(00108),0,0,0,0,254,57,390,32,416,61,0,0
120000016,N61,난곡입구(00014),429,74,225,69,87,14,0,0,0,0,0,0
120000017,N61,남서울중학교.성보중고등학교(00016),56,112,49,66,6,20,0,0,0,0,0,0
120000017,N61,남서울중학교.성보중고등학교(00110),0,0,0,0,42,72,124,87,72,20,0,0
120000018,N61,신림사거리.신림역(00111),0,0,0,0,360,279,418,330,355,106,0,0
120000018,N61,신림사거리.신림역(00017),650,598,521,443,149,137,0,0,0,0,0,0
120000019,N75,KT&G관악지점(00095),0,0,9,2,73,5,39,8,3,1,0,0
120000019,N75,KT&G관악지점(00008),13,3,22,10,0,0,0,0,0,0,0,0
120000019,N15,KT&G관악지점(00136),0,0,0,0,0,0,8,42,22,62,4,17
120000019,N61,KT&G관악지점(00019),47,114,35,66,40,35,0,0,0,0,0,0
120000019,N61,KT&G관악지점(00113),0,0,0,0,21,29,67,22,90,66,0,0
120000019,N15,KT&G관악지점(00065),0,0,25,103,19,56,11,30,0,0,0,0
120000020,N15,봉천역.관악초등학교(00137),0,0,0,0,0,0,23,60,84,86,12,14
120000020,N61,봉천역.관악초등학교(00114),0,0,0,0,103,52,214,92,258,77,0,0
120000020,N15,봉천역.관악초등학교(00066),0,0,37,188,14,117,13,64,0,0,0,0
120000020,N75,봉천역.관악초등학교(00096),0,0,7,11,56,36,78,24,50,9,0,0
120000020,N75,봉천역.관악초등학교(00009),61,12,94,38,0,0,0,0,0,0,0,0
120000020,N61,봉천역.관악초등학교(00020),168,251,92,176,32,38,0,0,0,0,0,0
120000021,N61,KT관악지점(00115),0,0,0,0,60,58,61,100,64,64,0,0
120000021,N15,KT관악지점(00067),0,0,54,173,22,112,6,61,0,0,0,0
120000021,N61,KT관악지점(00021),124,191,85,133,28,54,0,0,0,0,0,0
120000021,N75,KT관악지점(00097),0,0,18,16,52,35,36,23,25,4,0,0
120000021,N15,KT관악지점(00138),0,0,0,0,0,0,9,64,48,88,10,29
120000022,N75,봉천사거리(00011),231,32,265,52,0,0,0,0,0,0,0,0
120000022,N61,봉천사거리(00116),0,0,0,0,103,73,186,106,256,82,0,0
120000022,N75,봉천사거리(00098),0,0,41,13,184,57,95,32,71,10,0,0
120000022,N15,봉천사거리(00068),0,0,98,143,59,149,12,70,0,0,0,0
120000022,N15,봉천사거리(00139),0,0,0,0,0,0,9,29,86,116,43,37
120000022,N61,봉천사거리(00022),427,221,252,211,68,68,0,0,0,0,0,0
120000023,N15,낙성대동(00140),0,0,0,0,0,0,2,30,16,89,2,20
120000023,N75,낙성대동(00099),0,0,16,7,39,16,17,10,45,9,0,0
120000023,N61,낙성대동(00117),0,0,0,0,34,45,85,41,34,30,0,0
120000023,N75,낙성대동(00012),28,39,22,34,0,0,0,0,0,0,0,0
120000023,N61,낙성대동(00023),56,128,56,79,21,29,0,0,0,0,0,0
120000023,N15,낙성대동(00069),0,0,14,66,8,60,20,32,0,0,0,0
120000024,N15,낙성대입구(00070),0,0,20,124,30,122,1,51,0,0,0,0
120000024,N61,낙성대입구(00024),94,178,70,132,18,37,0,0,0,0,0,0
120000024,N15,낙성대입구(00141),0,0,0,0,0,0,5,51,8,167,3,17
120000024,N75,낙성대입구(00100),0,0,19,19,41,51,48,47,27,15,0,0
120000024,N75,낙성대입구(00013),29,36,42,78,0,0,0,0,0,0,0,0
120000024,N61,낙성대입구(00118),0,0,0,0,31,61,77,85,88,91,0,0
120000025,N75,인헌중고.서울미술고(00101),0,0,6,11,15,85,100,20,38,3,0,0
120000025,N75,인헌중고.서울미술고(00014),30,58,29,95,0,0,0,0,0,0,0,0
120000025,N61,인헌중고.서울미술고(00025),38,176,47,145,10,31,0,0,0,0,0,0
120000025,N15,인헌중고.서울미술고(00142),0,0,0,0,0,0,1,19,39,71,43,18
120000025,N61,인헌중고.서울미술고(00119),0,0,0,0,60,29,91,59,165,53,0,0
120000025,N15,인헌중고.서울미술고(00071),0,0,11,82,17,115,0,29,0,0,0,0
120000026,N15,예술인마을.사당초등학교(00143),0,0,0,0,0,0,1,34,23,83,9,52
120000026,N75,예술인마을.사당초등학교(00015),15,54,11,52,0,0,0,0,0,0,0,0
120000026,N61,예술인마을.사당초등학교(00026),19,149,23,119,14,32,0,0,0,0,0,0
120000026,N61,예술인마을.사당초등학교(00120),0,0,0,0,18,39,80,73,58,134,0,0
120000026,N75,예술인마을.사당초등학교(00102),0,0,3,5,14,40,23,18,11,8,0,0
120000026,N15,예술인마을.사당초등학교(00072),0,0,2,65,1,84,2,34,0,0,0,0
120000027,N61,남서울농협남현동지점(00027),188,195,254,140,70,37,0,0,0,0,0,0
120000027,N15,남서울농협남현동지점(00144),0,0,0,0,0,0,10,60,23,119,4,55
120000027,N75,남서울농협남현동지점(00016),86,99,144,77,0,0,0,0,0,0,0,0
120000027,N75,남서울농협남현동지점(00103),0,0,33,18,160,41,126,53,40,12,0,0
120000027,N15,남서울농협남현동지점(00073),0,0,5,86,7,92,1,30,0,0,0,0
120000027,N61,남서울농협남현동지점(00121),0,0,0,0,135,27,230,96,184,84,0,0
120000043,N75,신성초등학교(00089),0,0,3,0,14,1,1,0,0,0,0,0
120000043,N75,신성초등학교(00002),106,0,58,0,0,0,0,0,0,0,0,0
120000044,N75,서울대벤처타운역1번출구(00090),0,0,24,1,139,2,188,2,2,0,0,0
120000044,N75,서울대벤처타운역1번출구(00003),56,2,39,0,0,0,0,0,0,0,0,0
120000045,N75,쑥고개입구(00004),28,4,20,3,0,0,0,0,0,0,0,0
120000045,N75,쑥고개입구(00091),0,0,25,2,62,21,128,2,0,0,0,0
120000046,N75,서원역1번출구(00092),0,0,7,8,9,18,113,30,1,1,0,0
120000046,N75,서원역1번출구(00005),38,6,10,8,0,0,0,0,0,0,0,0
120000048,N15,신림동별빛거리입구(00014),389,126,778,298,0,0,0,0,0,0,0,0
120000048,N15,신림동별빛거리입구(00089),0,0,0,0,541,164,327,81,93,19,0,0
120000049,N15,당곡역.보라매공원.보라매병원(00015),75,73,91,89,0,0,0,0,0,0,0,0
120000049,N15,당곡역.보라매공원.보라매병원(00090),0,0,0,0,68,104,53,94,26,32,0,0
120000050,N15,당곡역2번출구.롯데백화점관악점(00133),0,0,0,0,0,0,34,171,31,186,14,38
120000050,N15,당곡역2번출구.롯데백화점관악점(00062),0,0,35,403,36,263,13,113,0,0,0,0
120000051,N15,신림동별빛거리입구(00134),0,0,0,0,0,0,70,316,105,332,5,43
120000051,N15,신림동별빛거리입구(00063),0,0,64,722,41,453,38,202,0,0,0,0
120000052,N75,신림사거리(00083),0,0,532,366,463,249,300,138,0,0,0,0
120000052,N75,신림사거리(00168),0,0,0,0,0,0,85,70,180,141,52,152
120000053,N75,서원역(00169),0,0,0,0,0,0,7,58,8,101,5,65
120000053,N75,서원역(00084),0,0,7,187,10,202,17,134,0,0,0,0
120000054,N75,서림동주민센터.신화단지(00170),0,0,0,0,0,0,2,89,0,157,0,98
120000054,N75,서림동주민센터.신화단지(00085),0,0,8,359,9,272,2,197,0,0,0,0
120000055,N75,서울대벤처타운역.삼성동시장(00171),0,0,0,0,0,0,0,100,1,207,2,106
120000055,N75,서울대벤처타운역.삼성동시장(00086),0,0,2,394,1,321,1,279,0,0,0,0
120000059,N15,사당역4번출구(00074),0,0,3,126,8,143,0,76,0,0,0,0
120000059,N15,사당역4번출구(00145),0,0,0,0,0,0,7,101,27,246,0,89
120000061,N15,남태령역(00147),0,0,0,0,0,0,0,3,0,56,0,71
120000061,N15,남태령역(00076),0,0,1,16,0,23,0,6,0,0,0,0
120000159,N75,관악우체국.에이치플러스양지병원(00082),0,0,131,307,178,214,111,133,0,0,0,0
120000159,N15,관악우체국.에이치플러스양지병원(00013),47,83,112,233,0,0,0,0,0,0,0,0
120000159,N61,관악우체국.에이치플러스양지병원(00077),0,0,91,267,126,361,77,142,0,0,0,0
120000159,N61,관악우체국.에이치플러스양지병원(00171),0,0,0,0,0,0,64,89,239,231,93,125
120000159,N15,관악우체국.에이치플러스양지병원(00088),0,0,0,0,192,119,103,49,2,0,0,0
120000159,N75,관악우체국.에이치플러스양지병원(00167),0,0,0,0,0,0,148,74,145,119,29,117
120000160,N15,관악우체국.에이치플러스양지병원(00135),0,0,0,0,0,0,33,233,79,266,17,24
120000160,N61,관악우체국.에이치플러스양지병원(00112),0,0,0,0,144,74,162,60,174,44,0,0
120000160,N75,관악우체국.에이치플러스양지병원(00094),0,0,32,6,144,17,134,24,23,0,0,0
120000160,N61,관악우체국.에이치플러스양지병원(00018),127,142,102,94,63,38,0,0,0,0,0,0
120000160,N75,관악우체국.에이치플러스양지병원(00007),47,2,86,9,0,0,0,0,0,0,0,0
120000160,N15,관악우체국.에이치플러스양지병원(00064),0,0,97,262,55,225,26,90,0,0,0,0
120000161,N15,보라매삼성아파트.모자원고개(00016),15,88,17,117,0,0,0,0,0,0,0,0
120000161,N15,보라매삼성아파트.모자원고개(00091),0,0,0,0,16,80,26,80,10,44,0,0
120000421,N61,신림사거리.신림역(00078),0,0,540,402,518,414,309,255,0,0,0,0
120000421,N61,신림사거리.신림역(00172),0,0,0,0,0,0,178,90,671,322,210,215
120000445,N61,호림박물관(00015),58,63,34,32,29,11,0,0,0,0,0,0
120000445,N61,호림박물관(00109),0,0,0,0,24,23,87,12,35,8,0,0
120000452,N75,신림2동차고지(00088),0,0,88,1,177,2,131,3,4,0,0,0
120000452,N75,신림2동차고지(00001),11,0,6,0,0,0,0,0,1,1,0,0
120000453,N75,신림2동차고지(00172),0,0,0,0,0,0,0,134,2,467,0,174
120000453,N75,신림2동차고지(00087),0,0,7,793,4,634,5,632,0,0,0,0
120000671,N15,남태령역(00077),0,0,9,0,28,1,18,2,0,0,0,0
120000671,N15,남태령역(00002),39,0,14,0,0,0,0,0,0,0,0,0
120000672,N15,사당자동차학원(00146),0,0,0,0,0,0,0,2,0,36,0,40
120000672,N15,사당자동차학원(00075),0,0,0,5,0,7,0,6,0,0,0,0
121000005,N37,뱅뱅사거리(00089),0,0,0,0,3,42,20,95,25,101,0,0
121000005,N37,뱅뱅사거리(00034),17,25,15,64,7,51,0,0,0,0,0,0
121000006,N37,뱅뱅사거리(00023),42,41,106,87,0,0,0,0,0,0,0,0
121000006,N37,뱅뱅사거리(00080),0,0,0,0,76,25,55,21,0,0,0,0
121000007,N37,래미안아파트.파이낸셜뉴스(중)(00033),7,42,12,114,24,72,0,0,0,0,0,0
121000007,N37,래미안아파트.파이낸셜뉴스(중)(00088),0,0,0,0,11,42,22,108,9,73,0,0
121000008,N37,래미안아파트.파이낸셜뉴스(중)(00024),42,38,153,120,4,2,0,0,0,0,0,0
121000008,N37,래미안아파트.파이낸셜뉴스(중)(00081),0,0,0,0,91,68,62,32,0,0,0,0
121000009,N37,신분당선강남역(00087),0,0,0,0,47,64,120,97,42,51,0,0
121000009,N37,신분당선강남역(00032),15,72,71,189,48,56,0,0,0,0,0,0
121000010,N37,신분당선강남역(00082),0,0,0,0,144,144,174,109,0,1,0,0
121000010,N37,신분당선강남역(00025),69,76,275,242,27,20,0,0,0,0,0,0
121000011,N37,지하철2호선강남역(00086),0,0,0,0,104,93,159,162,87,63,0,0
121000011,N31,지하철2호선강남역(00032),111,42,355,112,196,89,0,0,0,0,0,0
121000011,N37,지하철2호선강남역(00031),37,76,105,207,110,76,0,0,0,0,0,0
121000011,N75,지하철2호선강남역(00057),358,43,570,228,293,152,70,20,0,0,0,0
121000011,N31,지하철2호선강남역(00108),0,0,0,0,48,30,246,119,150,165,0,0
121000011,N75,지하철2호선강남역(00142),0,0,0,0,0,0,270,132,303,153,85,57
121000011,N13,지하철2호선강남역(00055),55,38,340,169,601,158,0,0,0,0,0,0
121000011,N13,지하철2호선강남역(00125),0,0,0,0,4,1,375,142,248,145,17,21
121000012,N75,지하철2호선강남역(00118),0,0,0,0,308,160,258,152,191,143,0,0
121000012,N37,지하철2호선강남역(00083),0,0,0,0,213,147,314,167,17,4,0,0
121000012,N37,지하철2호선강남역(00026),94,54,476,230,124,56,0,0,0,0,0,0
121000012,N31,지하철2호선강남역(00043),91,109,354,265,149,81,0,0,0,0,0,0
121000012,N31,지하철2호선강남역(00113),0,0,0,0,23,10,107,81,83,100,0,0
121000012,N13,지하철2호선강남역(00099),0,0,0,0,310,156,306,161,68,43,0,0
121000012,N13,지하철2호선강남역(00023),569,399,520,237,262,124,0,0,0,0,0,0
121000013,N37,논현역(00030),23,112,62,231,66,111,0,0,0,0,0,0
121000013,N75,논현역(00056),333,71,471,376,348,202,46,27,0,0,0,0
121000013,N31,논현역(00107),0,0,0,0,122,79,108,114,106,181,0,0
121000013,N37,논현역(00085),0,0,0,0,57,117,152,219,94,61,0,0
121000013,N31,논현역(00031),68,50,267,116,128,93,0,0,0,0,0,0
121000013,N13,논현역(00054),41,58,267,188,376,241,0,0,0,0,0,0
121000013,N13,논현역(00124),0,0,0,0,6,7,315,261,214,221,5,14
121000013,N75,논현역(00141),0,0,0,0,0,0,243,252,262,171,73,70
121000014,N31,논현역(00044),51,93,254,241,147,138,0,0,0,0,0,0
121000014,N37,논현역(00027),35,40,272,165,136,78,0,0,0,0,0,0
121000014,N37,논현역(00084),0,0,0,0,153,92,294,162,40,11,0,0
121000014,N75,논현역(00119),0,0,0,0,257,139,211,97,157,116,0,0
121000014,N13,논현역(00100),0,0,0,0,380,184,536,289,172,117,0,0
121000014,N75,논현역(00032),162,101,257,142,113,106,0,0,0,0,0,0
121000014,N13,논현역(00024),250,245,349,254,223,116,0,0,0,0,0,0
121000014,N31,논현역(00114),0,0,0,0,14,7,180,145,147,110,0,0
121000015,N37,신사역.푸른저축은행(00029),22,120,83,430,45,152,0,0,0,0,0,0
121000015,N31,신사역.푸른저축은행(00030),98,102,127,174,91,167,0,0,0,0,0,0
121000015,N37,신사역.푸른저축은행(00084),0,0,0,0,51,179,120,296,52,182,0,0
121000015,N31,신사역.푸른저축은행(00106),0,0,0,0,130,138,117,180,76,248,0,0
121000015,N13,신사역.푸른저축은행(00053),55,54,241,401,236,335,0,0,0,0,0,0
121000015,N13,신사역.푸른저축은행(00123),0,0,0,0,4,7,292,401,151,347,0,3
121000016,N37,신사역(00085),0,0,0,0,131,98,262,199,69,49,0,0
121000016,N37,신사역(00028),44,45,227,252,153,143,0,0,0,0,0,0
121000016,N31,신사역(00115),0,0,0,0,3,5,159,170,111,120,0,0
121000016,N13,신사역(00101),0,0,0,0,176,111,383,297,112,117,0,0
121000016,N31,신사역(00045),79,53,207,271,100,148,0,0,0,0,0,0
121000016,N13,신사역(00025),154,159,364,295,187,118,0,0,0,0,0,0
121000017,N75,반포역(00034),22,58,28,82,14,27,0,0,0,0,0,0
121000017,N75,반포역(00121),0,0,0,0,19,45,24,56,19,29,0,0
121000018,N75,반포역(00054),35,62,89,97,54,70,0,1,0,0,0,0
121000018,N75,반포역(00139),0,0,0,0,0,0,26,40,12,45,1,22
121000019,N75,고속터미널(00035),297,74,370,130,85,32,0,0,0,0,0,0
121000019,N75,고속터미널(00122),0,0,0,0,130,64,138,68,138,68,0,0
121000020,N75,고속터미널(00138),0,0,0,0,5,6,198,103,66,133,105,68
121000020,N75,고속터미널(00053),186,117,485,175,258,74,0,0,0,0,0,0
121000025,N75,교대역13번출구(00027),57,23,109,30,0,1,0,0,0,0,0,0
121000025,N75,교대역13번출구(00114),0,0,0,0,45,22,37,34,40,89,0,0
121000025,N61,교대역13번출구(00132),0,0,0,0,0,0,83,92,31,65,6,28
121000025,N61,교대역13번출구(00038),74,36,102,47,61,45,0,0,0,0,0,0
121000026,N75,서울교대사거리(00113),0,0,0,0,84,35,36,20,12,61,0,0
121000026,N61,서울교대사거리(00037),92,26,156,41,43,32,0,0,0,0,0,0
121000026,N75,서울교대사거리(00026),58,14,63,31,0,0,0,0,0,0,0,0
121000026,N61,서울교대사거리(00131),0,0,0,0,0,0,77,94,45,86,12,45
121000027,N64,지하철2호선교대역2(00070),0,0,58,98,25,96,0,0,0,0,0,0
121000027,N64,지하철2호선교대역2(00150),0,0,0,0,0,0,8,33,15,11,0,0
121000027,N61,지하철2호선교대역2(00039),207,24,207,45,86,14,0,0,0,0,0,0
121000027,N75,지하철2호선교대역2(00028),83,15,163,24,18,0,0,0,0,0,0,0
121000027,N61,지하철2호선교대역2(00133),0,0,0,0,0,0,80,49,53,126,0,51
121000027,N64,지하철2호선교대역2(00149),0,0,0,0,0,0,12,55,43,53,0,0
121000027,N75,지하철2호선교대역2(00115),0,0,0,0,58,10,57,13,30,73,0,0
121000028,N61,서초동유원아파트(00134),0,0,0,0,0,0,29,62,40,82,3,58
121000028,N61,서초동유원아파트(00040),41,18,77,27,17,11,0,0,0,0,0,0
121000028,N64,서초동유원아파트(00071),0,0,11,20,10,20,0,0,0,0,0,0
121000028,N75,서초동유원아파트(00116),0,0,0,0,7,21,6,30,16,133,0,0
121000028,N64,서초동유원아파트(00151),0,0,0,0,0,0,2,7,0,6,0,0
121000028,N64,서초동유원아파트(00150),0,0,0,0,0,0,11,8,7,8,0,0
121000028,N75,서초동유원아파트(00029),15,12,37,16,2,2,0,0,0,0,0,0
121000038,N64,롯데칠성(00151),0,0,0,0,0,0,1,35,10,43,0,0
121000038,N61,롯데칠성(00041),23,33,88,63,42,39,0,0,0,0,0,0
121000038,N75,롯데칠성(00117),0,0,0,0,29,36,25,65,27,179,0,0
121000038,N64,롯데칠성(00072),0,0,13,74,13,57,0,0,0,0,0,0
121000038,N61,롯데칠성(00135),0,0,0,0,0,0,39,135,102,195,4,84
121000038,N75,롯데칠성(00030),24,42,83,88,14,9,0,0,0,0,0,0
121000038,N64,롯데칠성(00152),0,0,0,0,0,0,4,7,11,24,0,0
121000058,N64,교대역10번출구(00020),87,22,205,45,0,0,0,0,0,0,0,0
121000058,N64,교대역10번출구(00106),0,0,0,0,118,27,50,19,0,0,0,0
121000060,N64,서초역1번출구(00069),0,0,18,77,12,66,0,0,0,0,0,0
121000060,N64,서초역1번출구(00148),0,0,0,0,0,0,16,34,23,80,0,0
121000060,N64,서초역1번출구(00149),0,0,0,0,0,0,8,20,12,44,0,0
121000070,N61,서초중학교(00154),0,0,0,0,0,0,2,13,41,20,2,20
121000070,N75,서초중학교(00150),0,0,0,0,0,0,5,11,15,6,13,16
121000070,N75,서초중학교(00065),14,14,8,34,13,17,1,9,0,0,0,0
121000070,N61,서초중학교(00060),0,0,35,29,18,25,4,4,0,0,0,0
121000071,N61,서초중학교(00129),0,0,0,0,6,9,46,56,12,138,2,60
121000071,N75,서초중학교(00111),0,0,0,0,22,29,19,25,4,45,0,0
121000071,N61,서초중학교(00035),31,12,26,31,23,19,0,0,0,0,0,0
121000071,N75,서초중학교(00024),19,15,25,20,0,0,0,0,0,0,0,0
121000072,N61,서울고등학교(00061),0,0,18,24,12,14,2,5,0,0,0,0
121000072,N75,서울고등학교(00066),1,15,5,16,2,14,0,2,0,0,0,0
121000072,N61,서울고등학교(00155),0,0,0,0,0,0,1,7,3,19,2,5
121000072,N75,서울고등학교(00151),0,0,0,0,0,0,4,6,1,10,0,11
121000073,N75,서울고등학교(00110),0,0,0,0,17,32,2,41,7,14,0,0
121000073,N61,서울고등학교(00034),24,14,19,37,7,15,0,0,0,0,0,0
121000073,N61,서울고등학교(00128),0,0,0,0,3,2,7,20,10,60,1,18
121000073,N75,서울고등학교(00023),26,12,12,15,0,0,0,0,0,0,0,0
121000080,N61,남부터미널.한일시멘트(00059),0,0,159,86,116,47,30,8,0,0,0,0
121000080,N61,남부터미널.한일시멘트(00153),0,0,0,0,0,0,58,31,65,61,17,91
121000080,N75,남부터미널.한일시멘트(00149),0,0,0,0,0,0,19,33,28,51,16,39
121000080,N75,남부터미널.한일시멘트(00064),95,38,76,68,94,49,7,9,0,0,0,0
121000081,N75,남부터미널(00112),0,0,0,0,64,29,43,43,22,94,0,0
121000081,N75,남부터미널(00025),83,20,56,34,0,0,0,0,0,0,0,0
121000081,N61,남부터미널(00036),54,37,78,67,48,39,0,0,0,0,0,0
121000081,N61,남부터미널(00130),0,0,0,0,2,0,40,66,40,112,3,72
121000082,N61,서울교대사거리(00152),0,0,0,0,0,0,26,31,30,62,4,46
121000082,N61,서울교대사거리(00058),0,0,64,110,44,52,19,17,0,0,0,0
121000082,N75,서울교대사거리(00148),0,0,0,0,0,0,18,51,34,31,6,42
121000082,N75,서울교대사거리(00063),32,57,36,121,19,94,10,34,0,0,0,0
121000085,N61,교대역14번출구(00151),0,0,0,0,0,0,86,53,47,52,28,52
121000085,N75,교대역14번출구(00062),66,59,93,105,75,80,31,35,0,0,0,0
121000085,N61,교대역14번출구(00057),0,0,230,102,126,79,30,17,0,0,0,0
121000085,N75,교대역14번출구(00147),0,0,0,0,0,0,37,43,40,28,8,15
121000091,N64,강남역.강남역사거리(00102),0,0,1,0,656,28,410,16,0,0,0,0
121000091,N61,강남역.강남역사거리(00053),66,24,934,259,596,121,101,16,0,0,0,0
121000091,N75,강남역.강남역사거리(00058),274,41,433,161,253,151,35,25,0,0,0,0
121000091,N75,강남역.강남역사거리(00143),0,0,0,0,0,0,216,97,187,80,74,17
121000091,N64,강남역.강남역사거리(00016),512,15,455,14,0,0,0,0,0,0,0,0
121000091,N61,강남역.강남역사거리(00147),0,0,0,0,0,0,302,100,397,72,108,46
121000092,N61,서초동진흥아파트(00054),1,2,43,52,15,34,4,10,0,0,0,0
121000092,N64,서초동진흥아파트(00103),0,0,0,0,12,8,12,4,0,0,0,0
121000092,N64,서초동진흥아파트(00017),21,6,26,8,0,0,0,0,0,0,0,0
121000092,N75,서초동진흥아파트(00059),11,19,11,27,2,5,0,2,0,0,0,0
121000092,N75,서초동진흥아파트(00144),0,0,0,0,0,0,8,11,10,9,2,11
121000092,N61,서초동진흥아파트(00148),0,0,0,0,0,0,10,17,16,34,5,15
121000093,N75,서초동유원아파트(00145),0,0,0,0,0,0,2,24,2,35,2,37
121000093,N75,서초동유원아파트(00060),7,16,10,40,6,25,0,12,0,0,0,0
121000093,N61,서초동유원아파트(00055),2,3,10,60,5,41,1,3,0,0,0,0
