표준버스정류장ID,노선번호,00시승차총승객수,00시하차총승객수,1시승차총승객수,1시하차총승객수,2시승차총승객수,2시하차총승객수,3시승차총승객수,3시하차총승객수,4시승차총승객수,4시하차총승객수,5시승차총승객수,5시하차총승객수,정류소명,X좌표,Y좌표,매칭된지하철역,역과거리(m)
113000135,N75,0,0,0,0,63,124,50,87,27,38,0,0,연남동,126.9275410215,37.5625221708,홍대입구,727.547701674554
113000137,N72,0,0,0,0,91,49,133,60,35,28,0,0,신촌역,126.9347610004,37.555637521,신촌,195.6539337204345
113000137,N72,481,91,307,151,0,0,0,0,0,0,0,0,신촌역,126.9347610004,37.555637521,신촌,195.6539337204345
113000153,N72,0,0,0,0,0,0,44,19,77,33,22,21,메세나폴리스,126.912933,37.550946,합정,176.19006757260647
113000153,N72,0,0,188,50,82,26,68,40,0,0,0,0,메세나폴리스,126.912933,37.550946,합정,176.19006757260647
113000154,N72,47,25,78,134,0,0,0,0,0,0,0,0,마포한강푸르지오,126.912592,37.550787,합정,193.14014059479283
113000154,N72,0,0,0,0,92,68,29,22,14,20,0,0,마포한강푸르지오,126.912592,37.550787,합정,193.14014059479283
113000155,N72,13,7,33,35,0,0,0,0,0,0,0,0,성산초등학교입구,126.9118676593,37.5531302266,합정,418.6319236902416
113000155,N72,0,0,0,0,27,14,5,1,5,11,0,0,성산초등학교입구,126.9118676593,37.5531302266,합정,418.6319236902416
113000156,N72,0,0,0,0,0,0,3,12,3,30,29,19,성산초등학교입구,126.912262,37.553218,합정,408.30746895228276
113000156,N72,0,0,14,56,11,21,4,26,0,0,0,0,성산초등학교입구,126.912262,37.553218,합정,408.30746895228276
113000157,N72,0,0,0,0,0,0,6,39,25,75,5,59,기업은행서교동지점(최규하대통령가옥),126.9114638988,37.5547915422,합정,595.4614062042796
113000157,N72,0,0,21,141,5,61,3,38,0,0,0,0,기업은행서교동지점(최규하대통령가옥),126.9114638988,37.5547915422,합정,595.4614062042796
113000158,N72,58,8,97,15,0,0,0,0,0,0,0,0,기업은행서교동지점(최규하대통령가옥),126.9108956213,37.5548695099,합정,627.5155872987419
113000158,N72,0,0,0,0,87,18,53,8,32,7,0,0,기업은행서교동지점(최규하대통령가옥),126.9108956213,37.5548695099,합정,627.5155872987419
113000159,N72,81,21,131,77,0,0,0,0,0,0,0,0,망원시장.망원동월드컵시장입구,126.908759,37.557338,합정,959.8229755173082
113000159,N72,0,0,0,0,86,33,59,12,49,5,0,0,망원시장.망원동월드컵시장입구,126.908759,37.557338,합정,959.8229755173082
113000160,N72,0,0,0,0,0,0,16,67,31,95,19,53,망원시장.망원동월드컵시장입구,126.9089432755,37.5575911259,합정,975.3126033437018
113000160,N72,0,0,14,197,14,97,12,75,0,0,0,0,망원시장.망원동월드컵시장입구,126.9089432755,37.5575911259,합정,975.3126033437018
113000161,N72,0,0,0,0,0,0,4,53,64,107,21,43,마포구청역입구,126.906364689,37.5604275533,합정,1362.7186890033722
113000161,N72,0,0,48,196,13,100,24,73,0,0,0,0,마포구청역입구,126.906364689,37.5604275533,합정,1362.7186890033722
113000162,N72,39,13,142,35,0,0,0,0,0,0,0,0,마포구청역입구,126.9057249395,37.5605946475,합정,1408.9723289691103
113000162,N72,0,0,0,0,133,18,36,12,25,4,0,0,마포구청역입구,126.9057249395,37.5605946475,합정,1408.9723289691103
113000192,N72,0,0,5,45,10,90,3,50,0,0,0,0,상암DMC홍보관.YTN,126.891323,37.577985,홍대입구,3702.525707335532
113000192,N72,0,0,0,0,0,0,0,0,3,180,6,36,상암DMC홍보관.YTN,126.891323,37.577985,홍대입구,3702.525707335532
113000193,N72,0,0,0,0,214,8,149,10,0,0,0,0,상암DMC홍보관.YTN,126.8912875667,37.5774605863,홍대입구,3668.1941173878417
113000193,N72,210,10,91,7,0,0,0,0,0,0,0,0,상암DMC홍보관.YTN,126.8912875667,37.5774605863,홍대입구,3668.1941173878417
113000194,N72,0,0,0,0,0,0,0,0,1,59,1,25,월드컵파크5단지.상암중고등학교입구,126.886335,37.580921,합정,4239.756836336715
113000194,N72,0,0,2,34,0,49,0,22,0,0,0,0,월드컵파크5단지.상암중고등학교입구,126.886335,37.580921,합정,4239.756836336715
113000195,N72,0,0,0,0,47,5,32,25,0,0,0,0,월드컵파크5단지,126.8865178403,37.5803332786,합정,4177.581436877185
113000195,N72,42,4,28,2,0,0,0,0,0,0,0,0,월드컵파크5단지,126.8865178403,37.5803332786,합정,4177.581436877185
113000196,N72,0,0,0,0,0,0,0,0,0,54,0,30,구룡근린공원,126.8826124496,37.5834310105,합정,4659.576046415686
113000196,N72,0,0,1,28,1,106,0,32,0,0,0,0,구룡근린공원,126.8826124496,37.5834310105,합정,4659.576046415686
113000197,N72,42,0,22,1,0,0,0,0,0,0,0,0,상암고등학교,126.8840462067,37.5817798292,합정,4437.062399103461
113000197,N72,0,0,0,0,69,3,61,3,0,0,0,0,상암고등학교,126.8840462067,37.5817798292,합정,4437.062399103461
113000204,N72,0,0,0,31,1,69,0,51,0,0,0,0,누리꿈스퀘어.MBC,126.889637,37.578988,홍대입구,3888.257993324762
113000204,N72,0,0,0,0,0,0,0,0,1,86,0,35,누리꿈스퀘어.MBC,126.889637,37.578988,홍대입구,3888.257993324762
113000411,N26,20,26,47,163,40,53,0,0,0,0,0,0,이대역,126.9472705221,37.5568755655,이대,122.3750869578136
113000411,N51,0,0,0,0,5,6,28,20,21,15,0,0,이대역,126.9472705221,37.5568755655,이대,122.3750869578136
113000411,N75,47,59,52,157,33,129,0,0,0,0,0,0,이대역,126.9472705221,37.5568755655,이대,122.3750869578136
113000411,N51,25,28,56,72,15,16,0,0,0,0,0,0,이대역,126.9472705221,37.5568755655,이대,122.3750869578136
113000411,N26,0,0,0,0,4,11,32,91,51,47,0,0,이대역,126.9472705221,37.5568755655,이대,122.3750869578136
113000411,N73,0,0,0,0,0,0,17,60,5,37,5,49,이대역,126.9472705221,37.5568755655,이대,122.3750869578136
113000411,N73,8,25,20,131,26,124,0,0,0,0,0,0,이대역,126.9472705221,37.5568755655,이대,122.3750869578136
113000411,N62,38,70,63,252,24,62,0,0,0,0,0,0,이대역,126.9472705221,37.5568755655,이대,122.3750869578136
113000411,N75,0,0,0,0,1,6,61,103,29,69,6,20,이대역,126.9472705221,37.5568755655,이대,122.3750869578136
113000412,N26,0,0,548,188,324,148,0,0,0,0,0,0,합정역,126.9137990853,37.5495459112,합정,85.51579619119227
113000412,N51,0,0,0,0,0,0,435,69,357,29,0,0,합정역,126.9137990853,37.5495459112,합정,85.51579619119227
113000412,N51,191,51,419,81,395,83,0,0,0,0,0,0,합정역,126.9137990853,37.5495459112,합정,85.51579619119227
113000412,N26,0,0,0,0,0,0,385,140,221,75,0,0,합정역,126.9137990853,37.5495459112,합정,85.51579619119227
113000412,N62,0,0,0,0,8,5,423,197,178,74,0,0,합정역,126.9137990853,37.5495459112,합정,85.51579619119227
113000412,N62,176,28,647,218,340,136,0,0,0,0,0,0,합정역,126.9137990853,37.5495459112,합정,85.51579619119227
113000413,N51,0,0,0,0,0,0,475,58,402,43,0,0,서교동,126.9200216767,37.5541724774,홍대입구,429.0673977967837
113000413,N26,0,0,420,322,259,167,0,0,0,0,0,0,서교동,126.9200216767,37.5541724774,홍대입구,429.0673977967837
113000413,N26,0,0,0,0,0,0,311,161,204,79,0,0,서교동,126.9200216767,37.5541724774,홍대입구,429.0673977967837
113000413,N51,207,96,439,148,314,78,0,0,0,0,0,0,서교동,126.9200216767,37.5541724774,홍대입구,429.0673977967837
113000413,N62,0,0,0,0,10,11,435,219,190,55,0,0,서교동,126.9200216767,37.5541724774,홍대입구,429.0673977967837
113000413,N62,83,86,481,393,245,236,0,0,0,0,0,0,서교동,126.9200216767,37.5541724774,홍대입구,429.0673977967837
113000413,N72,0,0,0,0,0,0,65,79,101,91,37,76,서교동,126.9200216767,37.5541724774,홍대입구,429.0673977967837
113000413,N72,0,0,165,254,103,153,61,96,0,0,0,0,서교동,126.9200216767,37.5541724774,홍대입구,429.0673977967837
113000414,N51,0,0,0,0,0,0,316,57,299,41,0,0,홍대입구역,126.924317,37.557325,홍대입구,87.45138932943703
113000414,N51,389,67,644,153,225,42,0,0,0,0,0,0,홍대입구역,126.924317,37.557325,홍대입구,87.45138932943703
113000414,N26,5,6,633,336,308,145,0,0,0,0,0,0,홍대입구역,126.924317,37.557325,홍대입구,87.45138932943703
113000414,N72,0,0,273,292,154,171,43,53,0,0,0,0,홍대입구역,126.924317,37.557325,홍대입구,87.45138932943703
113000414,N26,0,0,0,0,0,0,310,107,147,53,0,0,홍대입구역,126.924317,37.557325,홍대입구,87.45138932943703
113000414,N62,172,87,604,429,280,169,0,0,0,0,0,0,홍대입구역,126.924317,37.557325,홍대입구,87.45138932943703
113000414,N62,0,0,0,0,33,22,319,140,138,70,0,0,홍대입구역,126.924317,37.557325,홍대입구,87.45138932943703
113000414,N72,0,0,0,0,0,0,59,126,91,102,64,94,홍대입구역,126.924317,37.557325,홍대입구,87.45138932943703
113000414,N73,25,2,409,227,205,195,17,15,0,0,0,0,홍대입구역,126.924317,37.557325,홍대입구,87.45138932943703
113000415,N72,0,0,0,0,0,0,21,58,33,79,17,62,동교동삼거리,126.92951964,37.5577646946,홍대입구,531.3671255096403
113000415,N51,0,0,0,0,0,0,52,23,99,10,0,0,동교동삼거리,126.92951964,37.5577646946,홍대입구,531.3671255096403
113000415,N26,7,6,115,100,102,53,0,0,0,0,0,0,동교동삼거리,126.92951964,37.5577646946,홍대입구,531.3671255096403
113000415,N73,2,9,43,128,47,143,1,8,0,0,0,0,동교동삼거리,126.92951964,37.5577646946,홍대입구,531.3671255096403
113000415,N26,0,0,0,0,0,0,110,57,53,29,0,0,동교동삼거리,126.92951964,37.5577646946,홍대입구,531.3671255096403
113000415,N72,0,0,46,134,66,94,3,34,0,0,0,0,동교동삼거리,126.92951964,37.5577646946,홍대입구,531.3671255096403
113000415,N73,0,0,0,0,0,0,11,22,25,35,8,43,동교동삼거리,126.92951964,37.5577646946,홍대입구,531.3671255096403
113000415,N51,91,16,106,57,59,24,0,0,0,0,0,0,동교동삼거리,126.92951964,37.5577646946,홍대입구,531.3671255096403
113000415,N62,52,42,151,160,61,70,0,0,0,0,0,0,동교동삼거리,126.92951964,37.5577646946,홍대입구,531.3671255096403
113000416,N51,215,15,395,61,151,14,0,0,0,0,0,0,신촌오거리.현대백화점,126.9345037666,37.5559833987,신촌,230.11051020110153
113000416,N75,0,0,0,0,2,2,400,162,201,70,64,19,신촌오거리.현대백화점,126.9345037666,37.5559833987,신촌,230.11051020110153
113000416,N51,0,0,0,0,3,0,262,39,156,22,0,0,신촌오거리.현대백화점,126.9345037666,37.5559833987,신촌,230.11051020110153
113000416,N72,0,0,0,0,0,0,111,136,122,174,49,75,신촌오거리.현대백화점,126.9345037666,37.5559833987,신촌,230.11051020110153
113000416,N26,0,0,0,0,3,1,171,94,114,57,0,0,신촌오거리.현대백화점,126.9345037666,37.5559833987,신촌,230.11051020110153
113000416,N62,184,44,420,280,182,104,0,0,0,0,0,0,신촌오거리.현대백화점,126.9345037666,37.5559833987,신촌,230.11051020110153
113000416,N26,135,15,271,145,241,87,0,0,0,0,0,0,신촌오거리.현대백화점,126.9345037666,37.5559833987,신촌,230.11051020110153
113000416,N75,216,55,584,157,532,201,0,0,0,0,0,0,신촌오거리.현대백화점,126.9345037666,37.5559833987,신촌,230.11051020110153
113000416,N73,0,0,0,0,0,0,91,65,82,67,25,25,신촌오거리.현대백화점,126.9345037666,37.5559833987,신촌,230.11051020110153
113000416,N73,41,16,186,105,227,190,2,3,0,0,0,0,신촌오거리.현대백화점,126.9345037666,37.5559833987,신촌,230.11051020110153
113000416,N72,0,0,306,221,257,250,36,48,0,0,0,0,신촌오거리.현대백화점,126.9345037666,37.5559833987,신촌,230.11051020110153
113000417,N75,52,54,115,137,87,123,0,0,0,0,0,0,신촌오거리.2호선신촌역,126.938693,37.555731,신촌,171.7441012004922
113000417,N62,78,68,145,302,50,67,0,0,0,0,0,0,신촌오거리.2호선신촌역,126.938693,37.555731,신촌,171.7441012004922
113000417,N26,0,0,0,0,2,2,51,77,19,51,0,0,신촌오거리.2호선신촌역,126.938693,37.555731,신촌,171.7441012004922
113000417,N73,15,11,38,100,46,162,1,3,0,0,0,0,신촌오거리.2호선신촌역,126.938693,37.555731,신촌,171.7441012004922
113000417,N26,73,28,77,155,71,70,0,0,0,0,0,0,신촌오거리.2호선신촌역,126.938693,37.555731,신촌,171.7441012004922
113000417,N51,0,0,0,0,0,2,32,39,49,22,0,0,신촌오거리.2호선신촌역,126.938693,37.555731,신촌,171.7441012004922
113000417,N75,0,0,0,0,2,2,58,118,40,49,11,9,신촌오거리.2호선신촌역,126.938693,37.555731,신촌,171.7441012004922
113000417,N51,60,16,108,74,30,24,0,0,0,0,0,0,신촌오거리.2호선신촌역,126.938693,37.555731,신촌,171.7441012004922
113000417,N62,0,0,0,0,17,48,41,111,20,71,0,0,신촌오거리.2호선신촌역,126.938693,37.555731,신촌,171.7441012004922
113000418,N26,13,38,84,142,18,130,0,0,0,0,0,0,이대역,126.944495,37.556652,이대,124.21254644389641
113000418,N73,0,0,0,0,31,52,21,45,11,9,0,0,이대역,126.944495,37.556652,이대,124.21254644389641
113000418,N73,44,58,39,137,0,0,0,0,0,0,0,0,이대역,126.944495,37.556652,이대,124.21254644389641
113000418,N51,0,0,0,0,0,0,21,70,10,92,0,0,이대역,126.944495,37.556652,이대,124.21254644389641
113000418,N75,0,0,0,0,33,34,26,31,35,15,0,0,이대역,126.944495,37.556652,이대,124.21254644389641
113000418,N62,0,0,0,0,27,85,31,133,5,39,0,0,이대역,126.944495,37.556652,이대,124.21254644389641
113000418,N62,40,134,62,221,1,10,0,0,0,0,0,0,이대역,126.944495,37.556652,이대,124.21254644389641
113000419,N75,39,54,63,71,28,21,0,0,0,0,0,0,신촌오거리.2호선신촌역,126.94015,37.55611,신촌,307.01181482287393
113000419,N26,0,0,0,0,32,47,39,61,3,9,0,0,신촌오거리.2호선신촌역,126.94015,37.55611,신촌,307.01181482287393
113000419,N75,0,0,0,0,36,37,27,29,23,10,0,0,신촌오거리.2호선신촌역,126.94015,37.55611,신촌,307.01181482287393
113000419,N51,15,24,23,85,14,43,0,0,0,0,0,0,신촌오거리.2호선신촌역,126.94015,37.55611,신촌,307.01181482287393
113000419,N62,36,90,38,137,1,1,0,0,0,0,0,0,신촌오거리.2호선신촌역,126.94015,37.55611,신촌,307.01181482287393
113000419,N73,0,0,0,0,21,26,22,23,8,9,0,0,신촌오거리.2호선신촌역,126.94015,37.55611,신촌,307.01181482287393
113000419,N62,0,0,0,0,23,62,24,99,5,14,0,0,신촌오거리.2호선신촌역,126.94015,37.55611,신촌,307.01181482287393
113000419,N51,0,0,0,0,0,0,21,51,38,60,0,0,신촌오거리.2호선신촌역,126.94015,37.55611,신촌,307.01181482287393
113000419,N73,38,38,44,76,0,0,0,0,0,0,0,0,신촌오거리.2호선신촌역,126.94015,37.55611,신촌,307.01181482287393
113000420,N26,0,0,0,0,152,88,239,129,54,34,0,0,신촌오거리.현대백화점,126.9358930618,37.5553966479,신촌,92.14695957461569
113000420,N75,0,0,0,0,220,81,219,119,122,61,0,0,신촌오거리.현대백화점,126.9358930618,37.5553966479,신촌,92.14695957461569
113000420,N26,111,108,403,286,170,143,0,0,0,0,0,0,신촌오거리.현대백화점,126.9358930618,37.5553966479,신촌,92.14695957461569
113000420,N62,0,0,0,0,215,85,238,150,59,53,0,0,신촌오거리.현대백화점,126.9358930618,37.5553966479,신촌,92.14695957461569
113000420,N51,96,72,270,214,130,79,0,0,0,0,0,0,신촌오거리.현대백화점,126.9358930618,37.5553966479,신촌,92.14695957461569
113000420,N73,206,68,342,136,0,0,0,0,0,0,0,0,신촌오거리.현대백화점,126.9358930618,37.5553966479,신촌,92.14695957461569
113000420,N73,0,0,0,0,230,74,85,39,51,17,0,0,신촌오거리.현대백화점,126.9358930618,37.5553966479,신촌,92.14695957461569
113000420,N51,0,0,0,0,2,0,145,134,85,100,0,0,신촌오거리.현대백화점,126.9358930618,37.5553966479,신촌,92.14695957461569
113000420,N62,304,195,345,238,0,0,0,0,0,0,0,0,신촌오거리.현대백화점,126.9358930618,37.5553966479,신촌,92.14695957461569
113000421,N62,171,126,152,147,0,0,0,0,0,0,0,0,동교동삼거리,126.928546,37.558069,홍대입구,457.3551367858926
113000421,N51,38,58,82,151,29,83,0,0,0,0,0,0,동교동삼거리,126.928546,37.558069,홍대입구,457.3551367858926
113000421,N26,62,100,194,283,53,149,0,0,0,0,0,0,동교동삼거리,126.928546,37.558069,홍대입구,457.3551367858926
113000421,N72,0,0,0,0,88,79,70,71,27,54,0,0,동교동삼거리,126.928546,37.558069,홍대입구,457.3551367858926
113000421,N75,0,0,0,0,263,338,172,339,161,134,0,0,동교동삼거리,126.928546,37.558069,홍대입구,457.3551367858926
113000421,N26,0,0,0,0,40,81,104,113,22,47,0,0,동교동삼거리,126.928546,37.558069,홍대입구,457.3551367858926
113000421,N73,119,37,129,48,0,0,0,0,0,0,0,0,동교동삼거리,126.928546,37.558069,홍대입구,457.3551367858926
113000421,N72,232,64,123,135,0,0,0,0,0,0,0,0,동교동삼거리,126.928546,37.558069,홍대입구,457.3551367858926
113000421,N51,0,0,0,0,7,21,49,157,39,205,0,0,동교동삼거리,126.928546,37.558069,홍대입구,457.3551367858926
113000421,N73,0,0,0,0,90,32,25,15,22,20,0,0,동교동삼거리,126.928546,37.558069,홍대입구,457.3551367858926
113000421,N62,0,0,0,0,82,98,97,113,6,19,0,0,동교동삼거리,126.928546,37.558069,홍대입구,457.3551367858926
113000422,N72,0,0,0,0,225,57,171,41,117,16,0,0,홍대입구역,126.923466,37.556641,홍대입구,19.637354304334252
113000422,N26,291,54,951,195,324,104,0,0,0,0,0,0,홍대입구역,126.923466,37.556641,홍대입구,19.637354304334252
113000422,N26,0,0,0,0,204,59,366,107,84,30,0,0,홍대입구역,126.923466,37.556641,홍대입구,19.637354304334252
113000422,N73,0,0,0,0,636,118,191,65,164,47,0,0,홍대입구역,126.923466,37.556641,홍대입구,19.637354304334252
113000422,N72,733,40,524,96,0,0,0,0,0,0,0,0,홍대입구역,126.923466,37.556641,홍대입구,19.637354304334252
113000422,N73,391,50,887,174,0,0,0,0,0,0,0,0,홍대입구역,126.923466,37.556641,홍대입구,19.637354304334252
113000422,N51,192,67,459,202,191,80,0,0,0,0,0,0,홍대입구역,126.923466,37.556641,홍대입구,19.637354304334252
113000422,N62,774,141,876,129,0,0,0,0,0,0,0,0,홍대입구역,126.923466,37.556641,홍대입구,19.637354304334252
113000422,N62,0,0,0,0,419,83,498,75,6,2,0,0,홍대입구역,126.923466,37.556641,홍대입구,19.637354304334252
113000422,N51,0,0,0,0,59,31,237,88,165,92,0,0,홍대입구역,126.923466,37.556641,홍대입구,19.637354304334252
113000423,N26,205,39,781,226,437,97,0,0,0,0,0,0,서교동,126.9195815796,37.5536367406,홍대입구,498.0234810454964
113000423,N26,0,0,0,0,381,111,503,102,206,44,0,0,서교동,126.9195815796,37.5536367406,홍대입구,498.0234810454964
113000423,N72,373,44,617,115,0,0,0,0,0,0,0,0,서교동,126.9195815796,37.5536367406,홍대입구,498.0234810454964
113000423,N51,169,39,436,318,317,96,0,0,0,0,0,0,서교동,126.9195815796,37.5536367406,홍대입구,498.0234810454964
113000423,N72,0,0,0,0,311,85,265,59,152,22,0,0,서교동,126.9195815796,37.5536367406,홍대입구,498.0234810454964
113000423,N51,0,0,0,0,165,66,455,118,475,55,0,0,서교동,126.9195815796,37.5536367406,홍대입구,498.0234810454964
113000423,N62,502,151,896,141,0,0,0,0,0,0,0,0,서교동,126.9195815796,37.5536367406,홍대입구,498.0234810454964
113000423,N62,0,0,0,0,704,115,687,88,0,0,0,0,서교동,126.9195815796,37.5536367406,홍대입구,498.0234810454964
113000424,N26,94,104,487,338,286,121,0,0,0,0,0,0,합정역,126.91299,37.549002,합정,179.06909729603873
113000424,N26,0,0,0,0,283,178,258,136,63,31,0,0,합정역,126.91299,37.549002,합정,179.06909729603873
113000424,N62,290,264,506,259,0,0,0,0,0,0,0,0,합정역,126.91299,37.549002,합정,179.06909729603873
113000424,N51,76,107,260,343,149,134,0,0,0,0,0,0,합정역,126.91299,37.549002,합정,179.06909729603873
113000424,N51,0,0,0,0,83,121,169,160,187,110,0,0,합정역,126.91299,37.549002,합정,179.06909729603873
113000424,N62,0,0,0,0,405,188,407,132,0,0,0,0,합정역,126.91299,37.549002,합정,179.06909729603873
113000475,N62,0,0,0,0,7,19,20,58,12,19,0,0,웨딩타운,126.952552,37.55724,아현,312.1886779535057
113000475,N51,11,13,26,34,12,8,0,0,0,0,0,0,웨딩타운,126.952552,37.55724,아현,312.1886779535057
113000475,N26,0,0,0,0,4,9,35,44,16,13,0,0,웨딩타운,126.952552,37.55724,아현,312.1886779535057
113000475,N75,26,24,30,38,25,43,0,0,0,0,0,0,웨딩타운,126.952552,37.55724,아현,312.1886779535057
113000475,N26,17,16,15,100,17,23,0,0,0,0,0,0,웨딩타운,126.952552,37.55724,아현,312.1886779535057
113000475,N73,3,11,17,29,26,46,0,0,0,0,0,0,웨딩타운,126.952552,37.55724,아현,312.1886779535057
113000475,N75,0,0,0,0,4,2,27,34,31,29,8,11,웨딩타운,126.952552,37.55724,아현,312.1886779535057
113000475,N62,14,50,32,96,11,28,0,0,0,0,0,0,웨딩타운,126.952552,37.55724,아현,312.1886779535057
113000475,N51,0,0,0,0,9,6,15,9,11,3,0,0,웨딩타운,126.952552,37.55724,아현,312.1886779535057
113000476,N26,2,11,27,94,20,50,0,0,0,0,0,0,웨딩타운,126.951517,37.557092,아현,404.60200706533163
113000476,N75,0,0,0,0,7,33,35,27,7,28,0,0,웨딩타운,126.951517,37.557092,아현,404.60200706533163
113000476,N26,0,0,0,0,9,39,17,39,3,9,0,0,웨딩타운,126.951517,37.557092,아현,404.60200706533163
113000476,N62,0,0,0,0,9,59,52,51,6,14,0,0,웨딩타운,126.951517,37.557092,아현,404.60200706533163
113000476,N73,10,26,9,57,0,1,0,0,0,0,0,0,웨딩타운,126.951517,37.557092,아현,404.60200706533163
113000476,N51,0,0,0,0,0,0,3,28,10,47,0,0,웨딩타운,126.951517,37.557092,아현,404.60200706533163
113000476,N62,12,43,14,129,2,13,0,0,0,0,0,0,웨딩타운,126.951517,37.557092,아현,404.60200706533163
113000476,N51,1,24,11,51,7,29,0,0,0,0,0,0,웨딩타운,126.951517,37.557092,아현,404.60200706533163
113000476,N73,0,0,0,0,2,29,10,30,2,4,0,0,웨딩타운,126.951517,37.557092,아현,404.60200706533163
113000477,N26,5,12,84,124,52,66,0,0,0,0,0,0,아현역,126.954943,37.557293,아현,101.1687463422185
113000477,N26,0,0,0,0,18,32,23,48,38,19,0,0,아현역,126.954943,37.557293,아현,101.1687463422185
113000477,N75,0,0,0,0,29,29,68,51,68,19,0,0,아현역,126.954943,37.557293,아현,101.1687463422185
113000477,N73,27,27,22,83,0,0,0,0,0,0,0,0,아현역,126.954943,37.557293,아현,101.1687463422185
113000477,N73,0,0,0,0,28,38,21,44,6,5,0,0,아현역,126.954943,37.557293,아현,101.1687463422185
113000477,N62,0,0,0,0,16,64,35,79,25,17,0,0,아현역,126.954943,37.557293,아현,101.1687463422185
113000477,N51,0,0,0,0,0,0,36,48,10,75,0,0,아현역,126.954943,37.557293,아현,101.1687463422185
113000477,N51,7,16,18,55,8,41,0,0,0,0,0,0,아현역,126.954943,37.557293,아현,101.1687463422185
113000477,N62,26,38,47,137,18,19,0,0,0,0,0,0,아현역,126.954943,37.557293,아현,101.1687463422185
113000478,N26,0,0,0,0,16,34,61,89,18,37,0,0,아현역,126.956889,37.557396,아현,71.58015769094172
113000478,N26,35,23,89,184,23,36,0,0,0,0,0,0,아현역,126.956889,37.557396,아현,71.58015769094172
113000478,N73,0,0,0,0,0,0,35,61,36,24,13,5,아현역,126.956889,37.557396,아현,71.58015769094172
113000478,N73,23,25,36,105,28,103,0,0,0,0,0,0,아현역,126.956889,37.557396,아현,71.58015769094172
113000478,N75,40,40,97,95,153,74,0,0,0,0,0,0,아현역,126.956889,37.557396,아현,71.58015769094172
113000478,N51,39,15,68,71,33,20,0,0,0,0,0,0,아현역,126.956889,37.557396,아현,71.58015769094172
113000478,N75,0,0,0,0,8,15,105,50,54,42,66,2,아현역,126.956889,37.557396,아현,71.58015769094172
113000478,N62,45,46,99,243,20,82,0,0,0,0,0,0,아현역,126.956889,37.557396,아현,71.58015769094172
113000505,N62,0,0,0,0,0,28,1,32,0,1,0,0,홍대입구역(가상),126.9218643721,37.5552260552,홍대입구,230.7205825495235
113000505,N72,0,16,0,21,0,0,0,0,0,0,0,0,홍대입구역(가상),126.9218643721,37.5552260552,홍대입구,230.7205825495235
113000505,N26,1,14,2,65,0,21,0,0,0,0,0,0,홍대입구역(가상),126.9218643721,37.5552260552,홍대입구,230.7205825495235
113000505,N73,1,10,0,43,0,0,0,0,0,0,0,0,홍대입구역(가상),126.9218643721,37.5552260552,홍대입구,230.7205825495235
113000505,N26,0,0,0,0,0,17,1,32,0,9,0,0,홍대입구역(가상),126.9218643721,37.5552260552,홍대입구,230.7205825495235
113000505,N72,0,0,0,0,0,31,0,20,1,10,0,0,홍대입구역(가상),126.9218643721,37.5552260552,홍대입구,230.7205825495235
113000505,N73,0,0,0,0,0,27,0,13,0,7,0,0,홍대입구역(가상),126.9218643721,37.5552260552,홍대입구,230.7205825495235
113000505,N51,0,0,0,0,0,5,0,36,1,22,0,0,홍대입구역(가상),126.9218643721,37.5552260552,홍대입구,230.7205825495235
113000505,N51,0,13,3,31,1,28,0,0,0,0,0,0,홍대입구역(가상),126.9218643721,37.5552260552,홍대입구,230.7205825495235
113000505,N62,3,33,1,32,0,0,0,0,0,0,0,0,홍대입구역(가상),126.9218643721,37.5552260552,홍대입구,230.7205825495235
113000506,N62,0,13,0,86,0,35,0,0,0,0,0,0,홍대입구역(가상),126.9259252365,37.5586515499,홍대입구,292.0604449294775
113000506,N26,0,0,0,0,0,0,0,40,0,17,0,0,홍대입구역(가상),126.9259252365,37.5586515499,홍대입구,292.0604449294775
113000506,N72,0,0,0,54,0,37,0,14,0,0,0,0,홍대입구역(가상),126.9259252365,37.5586515499,홍대입구,292.0604449294775
113000506,N62,0,0,0,0,0,1,1,73,0,27,0,0,홍대입구역(가상),126.9259252365,37.5586515499,홍대입구,292.0604449294775
113000506,N26,0,3,0,71,0,36,0,0,0,0,0,0,홍대입구역(가상),126.9259252365,37.5586515499,홍대입구,292.0604449294775
113000506,N73,0,5,0,61,0,79,0,2,0,0,0,0,홍대입구역(가상),126.9259252365,37.5586515499,홍대입구,292.0604449294775
113000506,N51,0,11,2,37,0,6,0,0,0,0,0,0,홍대입구역(가상),126.9259252365,37.5586515499,홍대입구,292.0604449294775
113000506,N72,0,0,0,0,0,0,0,20,0,50,0,27,홍대입구역(가상),126.9259252365,37.5586515499,홍대입구,292.0604449294775
113000506,N51,0,0,0,0,0,0,0,14,0,7,0,0,홍대입구역(가상),126.9259252365,37.5586515499,홍대입구,292.0604449294775
113000508,N26,0,29,1,77,0,36,0,0,0,0,0,0,합정역(가상),126.9099652884,37.5478537853,합정,471.9227615513356
113000508,N26,0,0,0,0,0,50,0,37,1,5,0,0,합정역(가상),126.9099652884,37.5478537853,합정,471.9227615513356
113000508,N62,0,0,0,0,0,32,0,28,0,0,0,0,합정역(가상),126.9099652884,37.5478537853,합정,471.9227615513356
113000508,N51,0,0,0,0,0,24,0,38,1,14,0,0,합정역(가상),126.9099652884,37.5478537853,합정,471.9227615513356
