표준버스정류장ID,노선번호,00시승차총승객수,00시하차총승객수,1시승차총승객수,1시하차총승객수,2시승차총승객수,2시하차총승객수,3시승차총승객수,3시하차총승객수,4시승차총승객수,4시하차총승객수,5시승차총승객수,5시하차총승객수,정류소명,X좌표,Y좌표,매칭된지하철역,역과거리(m)
106000026,N61,0,0,38,129,77,166,23,74,0,0,0,0,면목신우아파트,127.0798122666,37.5806329732,신답,2969.908560800991
106000027,N61,59,102,55,110,10,19,0,0,0,0,0,0,면목119안전센터,127.0799088318,37.5735215001,신답,2474.2174382004746
106000027,N61,0,0,0,0,61,52,24,40,64,65,0,0,면목119안전센터,127.0799088318,37.5735215001,신답,2474.2174382004746
106000028,N61,0,0,11,106,38,83,20,53,0,0,0,0,경남아너스빌아파트앞,127.0801546872,37.5747495207,신답,2568.221544827954
106000028,N61,0,0,0,0,0,0,13,32,46,56,13,32,경남아너스빌아파트앞,127.0801546872,37.5747495207,신답,2568.221544827954
106000029,N61,0,0,0,0,0,0,21,36,44,58,19,39,늘푸른동아아파트,127.0803571864,37.5724984572,신답,2448.963065726575
106000029,N61,0,0,61,131,38,106,15,66,0,0,0,0,늘푸른동아아파트,127.0803571864,37.5724984572,신답,2448.963065726575
106000049,N72,6,5,2,0,0,0,0,0,0,0,0,0,망우동고개,127.107379,37.60069,신답,6266.291698563666
106000049,N72,0,0,0,0,14,1,18,2,0,0,0,0,망우동고개,127.107379,37.60069,신답,6266.291698563666
106000072,N72,0,0,20,50,31,44,10,43,0,0,0,0,지하철7호선상봉역,127.0861765659,37.5943971396,신답,4505.342145023259
106000072,N72,0,0,0,0,0,0,3,16,35,60,6,32,지하철7호선상봉역,127.0861765659,37.5943971396,신답,4505.342145023259
106000073,N72,0,0,0,0,75,44,75,26,21,19,0,0,지하철7호선상봉역,127.0859396558,37.5941972708,신답,4475.113151345981
106000073,N72,47,16,50,22,0,0,0,0,0,0,0,0,지하철7호선상봉역,127.0859396558,37.5941972708,신답,4475.113151345981
106000074,N72,0,0,0,0,0,0,1,11,20,44,2,27,면목초등학교,127.0869725161,37.5913436688,신답,4279.212824396392
106000074,N72,0,0,7,24,7,32,0,16,0,0,0,0,면목초등학교,127.0869725161,37.5913436688,신답,4279.212824396392
106000075,N72,17,8,7,8,0,0,0,0,0,0,0,0,면목초등학교,127.0866780454,37.5913024354,신답,4259.2580244751325
106000075,N72,0,0,0,0,10,14,10,11,2,4,0,0,면목초등학교,127.0866780454,37.5913024354,신답,4259.2580244751325
106000076,N72,0,0,0,0,33,21,17,16,9,7,0,0,지하철7호선면목역,127.0872405771,37.5891321995,신답,4107.696596962002
106000076,N72,38,3,23,5,0,0,0,0,0,0,0,0,지하철7호선면목역,127.0872405771,37.5891321995,신답,4107.696596962002
106000077,N72,0,0,18,27,32,52,10,26,0,0,0,0,지하철7호선면목역,127.0875225751,37.5891662321,신답,4127.100231826667
106000077,N72,0,0,0,0,0,0,3,23,11,62,25,27,지하철7호선면목역,127.0875225751,37.5891662321,신답,4127.100231826667
106000078,N72,0,0,15,48,12,55,11,29,0,0,0,0,면목본동주민센터.면목정보도서관,127.088244,37.586909,신답,3988.8337874265844
106000078,N72,0,0,0,0,0,0,19,20,27,34,3,19,면목본동주민센터.면목정보도서관,127.088244,37.586909,신답,3988.8337874265844
106000079,N72,0,0,0,0,15,9,11,20,3,11,0,0,면목본동주민센터.면목정보도서관,127.0880980871,37.5865148002,신답,3948.8251772508193
106000079,N72,6,4,7,11,0,0,0,0,0,0,0,0,면목본동주민센터.면목정보도서관,127.0880980871,37.5865148002,신답,3948.8251772508193
106000080,N72,0,0,0,0,0,0,3,24,4,31,17,15,면동초등학교,127.0884543619,37.5842573049,신답,3800.11092546908
106000080,N72,0,0,9,28,8,28,6,20,0,0,0,0,면동초등학교,127.0884543619,37.5842573049,신답,3800.11092546908
106000081,N72,0,0,0,0,21,14,10,9,3,3,0,0,면동초등학교,127.0883599559,37.5848547979,신답,3838.408078707959
106000081,N72,11,7,17,8,0,0,0,0,0,0,0,0,면동초등학교,127.0883599559,37.5848547979,신답,3838.408078707959
106000082,N72,0,0,0,0,0,0,9,29,12,37,17,33,면목우체국.녹색병원,127.0887178358,37.5820548439,신답,3660.181526043186
106000082,N72,0,0,50,39,63,64,33,30,0,0,0,0,면목우체국.녹색병원,127.0887178358,37.5820548439,신답,3660.181526043186
106000083,N72,0,0,0,0,5,27,6,10,1,8,0,0,면목우체국.녹색병원,127.088455,37.582733,신답,3689.741330019128
106000083,N72,21,7,12,23,0,0,0,0,0,0,0,0,면목우체국.녹색병원,127.088455,37.582733,신답,3689.741330019128
106000085,N72,0,0,0,0,18,9,15,7,2,4,0,0,지하철7호선사가정역,127.0884337896,37.5812242521,신답,3583.4905445973327
106000085,N72,14,6,35,14,0,0,0,0,0,0,0,0,지하철7호선사가정역,127.0884337896,37.5812242521,신답,3583.4905445973327
106000085,N72,7,3,22,15,0,0,0,0,0,0,0,0,지하철7호선사가정역,127.0884337896,37.5812242521,신답,3583.4905445973327
106000085,N72,0,0,0,0,12,12,8,7,4,0,0,0,지하철7호선사가정역,127.0884337896,37.5812242521,신답,3583.4905445973327
106000103,N62,0,0,0,0,0,0,0,68,0,113,0,43,중화중학교.면목고등학교,127.0940498031,37.5839979712,신답,4164.656422518544
106000103,N62,0,0,1,111,3,209,1,69,0,0,0,0,중화중학교.면목고등학교,127.0940498031,37.5839979712,신답,4164.656422518544
106000104,N62,12,0,6,0,0,0,0,0,0,0,0,0,중화중학교.다문화가족지원센터,127.0941651172,37.5847547944,신답,4223.661543650626
106000104,N62,8,0,8,0,0,0,0,0,0,0,0,0,중화중학교.다문화가족지원센터,127.0941651172,37.5847547944,신답,4223.661543650626
106000104,N62,0,0,18,8,53,45,11,13,0,0,0,0,중화중학교.다문화가족지원센터,127.0941651172,37.5847547944,신답,4223.661543650626
106000104,N62,0,0,33,39,65,72,13,18,0,0,0,0,중화중학교.다문화가족지원센터,127.0941651172,37.5847547944,신답,4223.661543650626
106000105,N62,0,0,0,0,0,0,0,37,0,51,0,15,면중초등학교,127.0934632177,37.5812311904,신답,3944.737931982813
106000105,N62,0,0,1,67,1,151,0,41,0,0,0,0,면중초등학교,127.0934632177,37.5812311904,신답,3944.737931982813
106000106,N62,0,0,23,0,13,0,9,0,0,0,0,0,면중초등학교,127.0933286447,37.5822693524,신답,4000.2126821208603
106000106,N62,5,0,9,0,0,0,0,0,0,0,0,0,면중초등학교,127.0933286447,37.5822693524,신답,4000.2126821208603
106000107,N62,0,0,2,60,1,103,0,24,0,0,0,0,한양수자인사가정파크,127.092889,37.580071,신답,3831.81178256893
106000107,N62,0,0,0,0,0,0,0,50,2,141,0,12,한양수자인사가정파크,127.092889,37.580071,신답,3831.81178256893
106000108,N62,0,0,12,1,16,2,3,2,0,0,0,0,면목동금호어울림아파트,127.091719,37.579245,신답,3695.420447522675
106000108,N62,12,1,6,1,0,0,0,0,0,0,0,0,면목동금호어울림아파트,127.091719,37.579245,신답,3695.420447522675
106000109,N62,0,0,7,68,4,85,0,9,0,0,0,0,면목동금호어울림아파트,127.090708,37.577838,신답,3537.561927036749
106000109,N62,0,0,0,0,0,0,3,38,0,59,0,6,면목동금호어울림아파트,127.090708,37.577838,신답,3537.561927036749
106000110,N62,0,0,0,1,10,0,3,0,0,0,0,0,면목동대원칸타빌아파트,127.090284,37.577761,신답,3501.0535996059457
106000110,N62,5,0,2,0,0,0,0,0,0,0,0,0,면목동대원칸타빌아파트,127.090284,37.577761,신답,3501.0535996059457
106000111,N62,0,0,0,41,3,57,0,14,0,0,0,0,용마폭포공원,127.0887419869,37.5756922268,신답,3268.2933667021025
106000111,N62,0,0,0,0,0,0,0,58,0,62,0,3,용마폭포공원,127.0887419869,37.5756922268,신답,3268.2933667021025
106000112,N62,0,0,2,3,5,1,3,1,0,0,0,0,용마폭포공원,127.0885475333,37.5759266564,신답,3265.9614208567596
106000112,N62,3,0,1,1,0,0,0,0,0,0,0,0,용마폭포공원,127.0885475333,37.5759266564,신답,3265.9614208567596
106000113,N62,0,0,0,0,0,0,0,40,5,41,1,7,용마산역,127.0866708555,37.5733815658,신답,2987.357046565101
106000113,N62,0,0,0,58,0,61,0,9,0,0,0,0,용마산역,127.0866708555,37.5733815658,신답,2987.357046565101
106000114,N62,4,3,2,1,0,0,0,0,0,0,0,0,용마산역,127.0863981576,37.5735061163,신답,2971.9579812723687
106000114,N62,0,0,8,2,6,2,8,3,0,0,0,0,용마산역,127.0863981576,37.5735061163,신답,2971.9579812723687
106000115,N62,0,0,13,49,9,89,1,13,0,0,0,0,용마산하늘채아파트,127.086306987,37.5710236763,신답,2851.2901110986127
106000115,N62,0,0,0,0,0,0,10,61,7,74,0,15,용마산하늘채아파트,127.086306987,37.5710236763,신답,2851.2901110986127
106000116,N62,0,0,9,2,13,5,16,2,0,0,0,0,용마산하늘채아파트,127.0860197064,37.5712581697,신답,2837.6037081647073
106000116,N62,17,1,5,0,0,0,0,0,0,0,0,0,용마산하늘채아파트,127.0860197064,37.5712581697,신답,2837.6037081647073
106000147,N72,48,14,57,46,0,0,0,0,0,0,0,0,사가정센트럴아이파크아파트,127.081988,37.581373,신답,3163.8928472556613
106000147,N72,0,0,0,0,50,28,39,28,10,8,0,0,사가정센트럴아이파크아파트,127.081988,37.581373,신답,3163.8928472556613
106000148,N72,0,0,0,0,0,0,12,46,26,107,3,44,홈플러스면목동점,127.0817183593,37.581130873,신답,3128.080539822048
106000148,N72,0,0,42,86,63,94,22,53,0,0,0,0,홈플러스면목동점,127.0817183593,37.581130873,신답,3128.080539822048
106000149,N72,21,6,29,16,0,0,0,0,0,0,0,0,면목두산아파트2차,127.0848478468,37.5811079401,신답,3330.084873983428
106000149,N72,0,0,0,0,30,27,8,15,4,4,0,0,면목두산아파트2차,127.0848478468,37.5811079401,신답,3330.084873983428
106000150,N72,0,0,3,41,4,47,0,20,0,0,0,0,면목두산아파트2차,127.084642,37.580998,신답,3308.3523022438326
106000150,N72,0,0,0,0,0,0,3,21,10,71,3,83,면목두산아파트2차,127.084642,37.580998,신답,3308.3523022438326
106000151,N72,0,0,0,0,58,8,29,6,10,1,0,0,사가정역,127.087622,37.580905,신답,3505.126483810599
106000151,N72,78,3,76,13,0,0,0,0,0,0,0,0,사가정역,127.087622,37.580905,신답,3505.126483810599
106000207,N26,0,0,0,0,0,0,0,21,0,52,0,46,신내교회.신내데시앙아파트,127.101332875,37.6105405898,신답,6741.557117531956
106000207,N26,0,0,2,30,1,81,2,24,0,0,0,0,신내교회.신내데시앙아파트,127.101332875,37.6105405898,신답,6741.557117531956
106000208,N26,34,0,39,0,0,0,0,0,0,0,0,0,신내교회.신내데시앙아파트,127.101015256,37.6105382531,신답,6724.851635303599
106000208,N26,0,0,0,0,58,3,41,0,0,0,0,0,신내교회.신내데시앙아파트,127.101015256,37.6105382531,신답,6724.851635303599
106000209,N26,29,2,21,2,0,0,0,0,0,0,0,0,신내초등학교,127.1007499588,37.6061555986,신답,6322.865195247438
106000209,N26,0,0,0,0,47,2,50,1,0,0,0,0,신내초등학교,127.1007499588,37.6061555986,신답,6322.865195247438
106000210,N26,0,0,0,0,0,0,0,47,0,98,0,36,신내새한아파트앞,127.101048541,37.605838161,신답,6311.736245785871
106000210,N26,0,0,1,49,1,93,1,28,0,0,0,0,신내새한아파트앞,127.101048541,37.605838161,신답,6311.736245785871
106000211,N26,0,0,4,40,7,120,2,41,0,0,0,0,능산지하차도,127.1006376085,37.6009474144,신답,5873.865759096718
106000211,N26,0,0,0,0,0,0,4,72,42,113,7,37,능산지하차도,127.1006376085,37.6009474144,신답,5873.865759096718
106000212,N26,0,0,0,0,94,2,62,2,0,0,0,0,능산지하차도,127.1003489912,37.6010819221,신답,5868.091897523064
106000212,N26,11,2,13,4,0,0,0,0,0,0,0,0,능산지하차도,127.1003489912,37.6010819221,신답,5868.091897523064
106000229,N72,0,0,0,0,0,0,0,0,0,19,3,8,망우동고개,127.1083597586,37.6012829905,신답,6374.327095584081
106000229,N72,0,0,2,11,0,32,0,16,0,0,0,0,망우동고개,127.1083597586,37.6012829905,신답,6374.327095584081
106000231,N72,0,0,0,0,5,0,42,1,0,0,0,0,망우금호어울림아파트,127.108052,37.602019,신답,6411.81780912197
106000231,N72,4,1,1,0,0,0,0,0,0,0,0,0,망우금호어울림아파트,127.108052,37.602019,신답,6411.81780912197
106000232,N72,0,0,0,5,0,15,0,4,0,0,0,0,망우동금호어울림아파트,127.1080906424,37.6023627391,신답,6441.0676532163625
106000232,N72,0,0,0,0,0,0,0,0,0,11,12,14,망우동금호어울림아파트,127.1080906424,37.6023627391,신답,6441.0676532163625
106000233,N72,2,0,1,0,0,0,0,0,0,0,0,0,경남아파트,127.1071130742,37.6038260938,신답,6496.599845836475
106000233,N72,1,0,0,0,0,0,0,0,0,0,0,0,경남아파트,127.1071130742,37.6038260938,신답,6496.599845836475
106000233,N72,0,0,0,0,2,0,0,1,0,0,0,0,경남아파트,127.1071130742,37.6038260938,신답,6496.599845836475
106000233,N72,0,0,0,0,2,0,1,0,0,0,0,0,경남아파트,127.1071130742,37.6038260938,신답,6496.599845836475
106000234,N72,0,0,0,6,2,8,1,7,0,0,0,0,서울특별시북부병원,127.107178,37.604098,신답,6522.411410615433
106000234,N72,0,0,0,0,0,0,0,0,1,13,0,25,서울특별시북부병원,127.107178,37.604098,신답,6522.411410615433
106000235,N72,0,0,0,0,7,1,7,0,0,0,0,0,양원역입구,127.1061947194,37.6055398887,신답,6580.962874279699
106000235,N72,13,1,9,1,0,0,0,0,0,0,0,0,양원역입구,127.1061947194,37.6055398887,신답,6580.962874279699
106000236,N72,0,0,0,0,0,0,0,0,0,12,0,14,양원역입구,127.106301327,37.6056398133,신답,6595.503594238002
106000236,N72,0,0,1,12,0,22,0,4,0,0,0,0,양원역입구,127.106301327,37.6056398133,신답,6595.503594238002
106000237,N72,0,0,0,15,0,45,0,8,0,0,0,0,양원리,127.106587,37.609532,신답,6938.666166413464
106000237,N72,0,0,0,0,0,0,0,0,0,17,0,16,양원리,127.106587,37.609532,신답,6938.666166413464
106000238,N72,0,0,0,0,34,1,29,0,0,0,0,0,양원리,127.106506,37.609634,신답,6942.804019409236
106000238,N72,13,0,4,0,0,0,0,0,0,0,0,0,양원리,127.106506,37.609634,신답,6942.804019409236
106000239,N72,0,0,0,0,0,0,0,0,0,7,0,11,동서울교회,127.105265,37.611755,신답,7057.978468001532
106000239,N72,0,0,1,2,1,7,0,6,0,0,0,0,동서울교회,127.105265,37.611755,신답,7057.978468001532
106000240,N72,0,0,0,0,4,0,1,0,0,0,0,0,동서울교회,127.105257509,37.6115852113,신답,7042.68371135709
106000240,N72,0,0,3,0,0,0,0,0,0,0,0,0,동서울교회,127.105257509,37.6115852113,신답,7042.68371135709
106000241,N26,0,0,2,39,0,68,0,30,0,0,0,0,중랑공영차고지,127.1020230606,37.613645229,신답,7057.4893811097745
106000241,N26,0,0,0,0,0,0,0,20,0,35,0,28,중랑공영차고지,127.1020230606,37.613645229,신답,7057.4893811097745
106000241,N72,0,0,0,2,0,7,0,5,0,0,0,0,중랑공영차고지,127.1020230606,37.613645229,신답,7057.4893811097745
106000241,N72,0,0,0,0,0,0,0,0,0,8,0,2,중랑공영차고지,127.1020230606,37.613645229,신답,7057.4893811097745
106000319,N72,13,0,11,0,0,0,0,0,0,0,0,0,중랑공영차고지.신내역,127.1027996822,37.6135447482,신답,7087.825386490266
106000319,N72,0,0,1,0,58,4,16,1,0,0,0,0,중랑공영차고지.신내역,127.1027996822,37.6135447482,신답,7087.825386490266
106000319,N26,0,0,0,0,60,1,47,3,0,0,0,0,중랑공영차고지.신내역,127.1027996822,37.6135447482,신답,7087.825386490266
106000325,N61,77,54,67,54,13,12,0,0,0,0,0,0,먹골역,127.0778546804,37.6089365533,용두(동대문구청),5229.371694072303
106000325,N61,0,0,0,0,24,38,93,22,124,4,0,0,먹골역,127.0778546804,37.6089365533,용두(동대문구청),5229.371694072303
106000326,N61,0,0,16,93,27,149,12,51,0,0,0,0,먹골역,127.0781824676,37.6093643524,용두(동대문구청),5284.00200074655
106000326,N61,0,0,0,0,0,0,3,6,28,85,68,69,먹골역,127.0781824676,37.6093643524,용두(동대문구청),5284.00200074655
106000430,N72,0,0,0,0,0,0,0,0,0,27,4,73,금란교회,127.1033574704,37.6003640418,신답,5989.713084213113
106000430,N72,0,0,6,17,3,36,1,28,0,0,0,0,금란교회,127.1033574704,37.6003640418,신답,5989.713084213113
106000431,N72,18,3,8,0,0,0,0,0,0,0,0,0,금란교회,127.1040333871,37.6005297976,신답,6044.433751563165
106000431,N72,0,0,0,0,20,3,9,5,0,0,0,0,금란교회,127.1040333871,37.6005297976,신답,6044.433751563165
106000432,N26,0,0,6,42,9,130,3,53,0,0,0,0,우림시장.망우사거리,127.098222,37.599368,신답,5601.183575874964
106000432,N72,0,0,11,50,15,85,6,34,0,0,0,0,우림시장.망우사거리,127.098222,37.599368,신답,5601.183575874964
106000432,N26,0,0,0,0,0,0,0,88,9,109,1,45,우림시장.망우사거리,127.098222,37.599368,신답,5601.183575874964
106000432,N72,0,0,0,0,0,0,0,5,10,58,5,25,우림시장.망우사거리,127.098222,37.599368,신답,5601.183575874964
106000433,N26,46,6,59,5,0,0,0,0,0,0,0,0,우림시장.망우사거리,127.098635,37.599565,신답,5641.704685903646
106000433,N72,25,5,37,5,0,0,0,0,0,0,0,0,우림시장.망우사거리,127.098635,37.599565,신답,5641.704685903646
106000433,N26,0,0,0,0,176,3,100,0,0,0,0,0,우림시장.망우사거리,127.098635,37.599565,신답,5641.704685903646
106000433,N72,0,0,0,0,78,10,75,17,7,1,0,0,우림시장.망우사거리,127.098635,37.599565,신답,5641.704685903646
106000434,N26,77,6,78,2,0,0,0,0,0,0,0,0,망우역.망우지구대,127.09539,37.598848,신답,5394.740602607377
106000434,N72,0,0,0,0,21,2,22,2,13,0,0,0,망우역.망우지구대,127.09539,37.598848,신답,5394.740602607377
106000434,N26,0,0,0,0,137,4,56,1,0,0,0,0,망우역.망우지구대,127.09539,37.598848,신답,5394.740602607377
106000434,N72,37,2,32,4,0,0,0,0,0,0,0,0,망우역.망우지구대,127.09539,37.598848,신답,5394.740602607377
106000435,N72,0,0,0,0,0,0,1,4,12,40,5,15,망우역.망우지구대,127.0948710737,37.5985580019,신답,5340.71201809141
106000435,N26,0,0,5,42,15,126,0,47,0,0,0,0,망우역.망우지구대,127.0948710737,37.5985580019,신답,5340.71201809141
106000435,N26,0,0,0,0,0,0,6,95,4,113,4,107,망우역.망우지구대,127.0948710737,37.5985580019,신답,5340.71201809141
106000442,N72,5,0,3,0,0,0,0,0,0,0,0,0,신내차량사업소입구,127.10186655,37.6126730935,신답,6961.252923768026
106000442,N72,0,0,0,0,13,1,6,0,0,0,0,0,신내차량사업소입구,127.10186655,37.6126730935,신답,6961.252923768026
106000454,N72,0,0,0,0,0,0,0,0,0,10,0,12,신내역1번출구,127.103338,37.612477,신답,7019.5484819277635
106000454,N72,0,0,0,2,0,19,0,7,0,0,0,0,신내역1번출구,127.103338,37.612477,신답,7019.5484819277635
106000467,N26,0,0,0,0,0,0,1,34,1,40,0,18,중랑공영차고지.신내역,127.103628,37.613209,신답,7100.255771975296
106000467,N26,0,0,4,24,0,78,1,37,0,0,0,0,중랑공영차고지.신내역,127.103628,37.613209,신답,7100.255771975296
106000467,N72,0,0,0,0,0,0,0,0,0,11,0,6,중랑공영차고지.신내역,127.103628,37.613209,신답,7100.255771975296
106000467,N72,0,0,0,8,0,8,0,15,0,0,0,0,중랑공영차고지.신내역,127.103628,37.613209,신답,7100.255771975296
106000470,N72,0,0,0,0,0,0,2,16,1,35,16,28,사가정역,127.0870023398,37.5807358238,신답,3450.4772802866605
106000470,N72,0,0,7,25,1,18,3,11,0,0,0,0,사가정역,127.0870023398,37.5807358238,신답,3450.4772802866605
106000470,N72,0,0,4,33,5,30,2,14,0,0,0,0,사가정역,127.0870023398,37.5807358238,신답,3450.4772802866605
106000470,N72,0,0,0,0,0,0,2,13,0,61,20,43,사가정역,127.0870023398,37.5807358238,신답,3450.4772802866605
106000474,N61,0,0,0,0,0,0,15,32,43,62,65,47,늘푸른근린공원,127.079919,37.583045,신답,3173.2979184517126
106000474,N61,0,0,38,91,82,129,22,57,0,0,0,0,늘푸른근린공원,127.079919,37.583045,신답,3173.2979184517126
106000475,N61,67,37,66,56,15,24,0,0,0,0,0,0,늘푸른근린공원,127.0796405872,37.5831084305,신답,3162.5558773353996
106000475,N61,0,0,0,0,30,33,35,18,36,20,0,0,늘푸른근린공원,127.0796405872,37.5831084305,신답,3162.5558773353996
107000001,N15,106,153,70,65,21,23,0,0,0,0,0,0,길음2동주민센터,127.028209324,37.6069061871,신설동,3589.870200740421
107000001,N15,0,0,0,0,66,44,78,136,27,76,0,0,길음2동주민센터,127.028209324,37.6069061871,신설동,3589.870200740421
107000001,N16,49,82,113,78,15,14,0,0,0,0,0,0,길음2동주민센터,127.028209324,37.6069061871,신설동,3589.870200740421
107000001,N16,0,0,0,0,18,30,44,51,12,43,0,0,길음2동주민센터,127.028209324,37.6069061871,신설동,3589.870200740421
107000002,N15,0,0,14,112,44,250,4,12,0,0,0,0,길음2동주민센터,127.02747,37.60611,신설동,3497.33880528767
107000002,N15,0,0,0,0,0,0,25,164,38,103,28,48,길음2동주민센터,127.02747,37.60611,신설동,3497.33880528767
107000002,N16,0,0,0,0,0,0,16,84,111,148,30,22,길음2동주민센터,127.02747,37.60611,신설동,3497.33880528767
107000002,N16,0,0,15,60,57,178,15,36,0,0,0,0,길음2동주민센터,127.02747,37.60611,신설동,3497.33880528767
107000003,N15,213,254,162,100,50,46,0,0,0,0,0,0,길음뉴타운,127.0242688702,37.6037502378,신설동,3230.419717733801
107000003,N15,0,0,0,0,124,82,146,148,25,131,0,0,길음뉴타운,127.0242688702,37.6037502378,신설동,3230.419717733801
107000003,N16,80,127,184,160,45,30,0,0,0,0,0,0,길음뉴타운,127.0242688702,37.6037502378,신설동,3230.419717733801
107000003,N16,0,0,0,0,71,19,112,64,32,87,0,0,길음뉴타운,127.0242688702,37.6037502378,신설동,3230.419717733801
107000004,N15,0,0,38,104,67,214,0,0,0,0,0,0,길음뉴타운,127.023443,37.603112,신설동,3162.2574674905472
107000004,N15,0,0,0,0,0,0,56,139,51,105,4,27,길음뉴타운,127.023443,37.603112,신설동,3162.2574674905472
107000004,N16,0,0,0,0,0,0,44,96,123,139,9,7,길음뉴타운,127.023443,37.603112,신설동,3162.2574674905472
107000004,N16,0,0,34,78,93,233,15,56,0,0,0,0,길음뉴타운,127.023443,37.603112,신설동,3162.2574674905472
107000005,N15,0,0,0,0,30,71,36,122,19,127,0,0,미아리고개.미아리예술극장,127.0217090638,37.5988112954,신설동,2698.5455091140116
107000005,N15,64,111,39,68,26,15,0,0,0,0,0,0,미아리고개.미아리예술극장,127.0217090638,37.5988112954,신설동,2698.5455091140116
107000005,N16,30,65,77,137,7,24,0,0,0,0,0,0,미아리고개.미아리예술극장,127.0217090638,37.5988112954,신설동,2698.5455091140116
107000005,N16,0,0,0,0,26,33,13,103,83,121,0,0,미아리고개.미아리예술극장,127.0217090638,37.5988112954,신설동,2698.5455091140116
107000006,N15,0,0,0,0,0,0,17,109,24,84,5,10,미아리고개.미아리예술극장,127.0218209221,37.5979210002,신설동,2599.249513449607
107000006,N15,0,0,12,73,19,176,0,0,0,0,0,0,미아리고개.미아리예술극장,127.0218209221,37.5979210002,신설동,2599.249513449607
107000006,N16,0,0,0,0,0,0,30,101,73,133,2,5,미아리고개.미아리예술극장,127.0218209221,37.5979210002,신설동,2599.249513449607
107000006,N16,0,0,13,58,27,165,6,49,0,0,0,0,미아리고개.미아리예술극장,127.0218209221,37.5979210002,신설동,2599.249513449607
107000007,N15,0,0,0,0,146,108,162,64,24,18,0,0,돈암사거리.성신여대입구,127.0181313708,37.5937432794,신설동,2207.830791069851
107000007,N15,310,181,258,93,88,44,0,0,0,0,0,0,돈암사거리.성신여대입구,127.0181313708,37.5937432794,신설동,2207.830791069851
107000007,N16,183,118,307,192,74,38,0,0,0,0,0,0,돈암사거리.성신여대입구,127.0181313708,37.5937432794,신설동,2207.830791069851
107000007,N16,0,0,0,0,84,32,136,93,34,119,0,0,돈암사거리.성신여대입구,127.0181313708,37.5937432794,신설동,2207.830791069851
107000008,N15,0,0,179,174,435,267,0,0,0,0,0,0,돈암사거리.성신여대입구,127.017684,37.593251,신설동,2167.1599294277503
107000008,N15,0,0,0,0,0,0,302,194,169,111,21,38,돈암사거리.성신여대입구,127.017684,37.593251,신설동,2167.1599294277503
107000008,N16,0,0,0,0,0,0,266,207,292,221,3,6,돈암사거리.성신여대입구,127.017684,37.593251,신설동,2167.1599294277503
107000008,N16,0,0,210,171,580,358,63,39,0,0,0,0,돈암사거리.성신여대입구,127.017684,37.593251,신설동,2167.1599294277503
107000009,N31,0,0,0,0,102,32,68,8,85,11,0,0,삼선교.한성대학교,127.0093351178,37.5899648397,신설동,2200.3188436333216
107000009,N31,92,21,58,18,0,0,0,0,0,0,0,0,삼선교.한성대학교,127.0093351178,37.5899648397,신설동,2200.3188436333216
107000009,N16,101,98,169,169,26,31,0,0,0,0,0,0,삼선교.한성대학교,127.0093351178,37.5899648397,신설동,2200.3188436333216
107000010,N31,0,0,40,101,45,218,15,117,0,0,0,0,삼선교.한성대학교.조소앙활동터,127.0082049442,37.5893632989,신설동,2215.390784285108
107000010,N31,0,0,0,0,0,0,21,87,16,165,7,68,삼선교.한성대학교.조소앙활동터,127.0082049442,37.5893632989,신설동,2215.390784285108
107000010,N16,0,0,0,0,0,0,156,163,108,155,0,0,삼선교.한성대학교.조소앙활동터,127.0082049442,37.5893632989,신설동,2215.390784285108
107000010,N16,0,0,104,165,204,240,3,6,0,0,0,0,삼선교.한성대학교.조소앙활동터,127.0082049442,37.5893632989,신설동,2215.390784285108
107000015,N51,0,0,4,4,9,26,3,7,0,0,0,0,북서울꿈의숲,127.0453451219,37.6203171059,용두(동대문구청),5178.9163391761795
107000015,N51,0,0,0,0,0,0,1,4,13,12,18,8,북서울꿈의숲,127.0453451219,37.6203171059,용두(동대문구청),5178.9163391761795
107000016,N51,0,0,5,15,8,62,10,20,0,0,0,0,장월초등학교,127.0487105636,37.6234659543,용두(동대문구청),5568.095793512342
107000016,N51,0,0,0,0,0,0,5,4,11,28,31,42,장월초등학교,127.0487105636,37.6234659543,용두(동대문구청),5568.095793512342
107000017,N31,47,1,23,0,0,0,0,0,0,0,0,4,국민대앞,126.9940273315,37.6106795513,신설동,4852.5461685153305
107000017,N31,0,0,53,0,44,0,40,2,0,0,0,0,국민대앞,126.9940273315,37.6106795513,신설동,4852.5461685153305
107000018,N31,0,0,1,24,5,18,3,18,0,0,0,0,국민대앞,126.994079,37.61109,신설동,4887.584036593104
107000018,N31,0,0,0,0,0,0,0,1,2,61,0,21,국민대앞,126.994079,37.61109,신설동,4887.584036593104
107000021,N31,18,0,11,0,0,0,0,0,0,0,0,0,청덕초등학교,126.999112,37.608787,신설동,4432.164441621553
107000021,N31,0,0,0,0,36,2,14,0,0,0,0,0,청덕초등학교,126.999112,37.608787,신설동,4432.164441621553
107000022,N31,0,0,0,0,0,0,0,1,1,111,0,45,청덕초교,126.998859,37.609034,신설동,4467.194825237405
107000022,N31,0,0,0,115,1,134,0,51,0,0,0,0,청덕초교,126.998859,37.609034,신설동,4467.194825237405
107000023,N31,26,0,18,0,0,0,0,0,0,0,0,0,북악중학교,127.002908,37.607386,신설동,4130.396194106691
107000023,N31,0,0,0,0,57,1,45,1,0,0,0,0,북악중학교,127.002908,37.607386,신설동,4130.396194106691
